episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
-815.8629745529571,-915.640614791355,-879.4691999693396,200.0,20,2,4000,4000,False,20,1,7232a929f83b481baccc45093a7e6feb,2021-09-18_19-34-21,1632018861,13.859750509262085,13.859750509262085,21606,028b450fc55a,172.17.0.2,13.859750509262085,0,1,"[-903.3598052956465, -863.9499255467135, -915.640614791355, -891.8246256387447, -845.4936204814062, -867.6626223502553, -862.0233955014515, -906.3472023138718, -877.4184038728104, -877.6302197947279, -853.1671443525488, -862.9863466577806, -884.5334699535517, -888.2695474022813, -911.9297770039293, -905.4217967831954, -886.3781081787638, -815.8629745529571, -898.1971444171926, -871.2872544976068]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.09099267114108349,1.3521368774040405,0.06312879546173568,0.4912931760628779,0.0,4105.636,974.27,0.067,59918628.571,9747.705,410.353,1.606,4000,4000,4000,4000,40.17,16.91,0.0,0.20000000000000004,5.0000000000000016e-05,73680.6291078629,-0.04335781666299989,73680.66949764785,[-0.00193918],0.013708071972470407,4.145394490867533,0.0
-803.4805709163148,-915.640614791355,-878.6320773353976,200.0,20,2,8000,8000,False,40,2,7232a929f83b481baccc45093a7e6feb,2021-09-18_19-34-32,1632018872,10.35524868965149,24.214999198913574,21606,028b450fc55a,172.17.0.2,24.214999198913574,0,2,"[-903.3598052956465, -863.9499255467135, -915.640614791355, -891.8246256387447, -845.4936204814062, -867.6626223502553, -862.0233955014515, -906.3472023138718, -877.4184038728104, -877.6302197947279, -853.1671443525488, -862.9863466577806, -884.5334699535517, -888.2695474022813, -911.9297770039293, -905.4217967831954, -886.3781081787638, -815.8629745529571, -898.1971444171926, -871.2872544976068, -861.4508046753973, -857.8680319737232, -866.1984932948767, -884.9903336030172, -872.6405659842128, -844.8465341918364, -891.8837326013993, -803.4805709163148, -893.3626543698476, -860.888033064974, -899.4685640837474, -896.9946828737343, -875.5768481841088, -867.0142728323614, -849.3873484420261, -905.0979397721089, -905.0412876133619, -912.9222816415861, -912.2111468367352, -894.5749670737483]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.08681017555422564,1.2822996234299855,0.060216667789802704,0.46250144016103506,0.0,3662.793,1092.063,0.057,70492504.202,8438.81,474.001,1.478,8000,8000,8000,8000,40.653333333333336,17.0,0.0,0.20000000000000004,5.0000000000000016e-05,69082.89358618952,-0.05667964105183879,69082.94724042338,[-0.00870199],0.015715275884736094,4.1218012261134325,0.0
-803.4805709163148,-915.640614791355,-877.8024430315517,200.0,20,2,12000,12000,False,60,3,7232a929f83b481baccc45093a7e6feb,2021-09-18_19-34-42,1632018882,10.377111196517944,34.59211039543152,21606,028b450fc55a,172.17.0.2,34.59211039543152,0,3,"[-903.3598052956465, -863.9499255467135, -915.640614791355, -891.8246256387447, -845.4936204814062, -867.6626223502553, -862.0233955014515, -906.3472023138718, -877.4184038728104, -877.6302197947279, -853.1671443525488, -862.9863466577806, -884.5334699535517, -888.2695474022813, -911.9297770039293, -905.4217967831954, -886.3781081787638, -815.8629745529571, -898.1971444171926, -871.2872544976068, -861.4508046753973, -857.8680319737232, -866.1984932948767, -884.9903336030172, -872.6405659842128, -844.8465341918364, -891.8837326013993, -803.4805709163148, -893.3626543698476, -860.888033064974, -899.4685640837474, -896.9946828737343, -875.5768481841088, -867.0142728323614, -849.3873484420261, -905.0979397721089, -905.0412876133619, -912.9222816415861, -912.2111468367352, -894.5749670737483, -899.2241440888038, -881.5682620049322, -888.9529877419216, -915.0335289313464, -849.2709615880211, -902.0883856290922, -882.2744552571556, -886.3534962500644, -841.9908805836652, -879.5364197865022, -888.4400996663128, -888.5681647520643, -887.6618657544816, -872.0556372489966, -833.4227998363119, -837.0695891084562, -898.0887816523259, -866.4404584859132, -867.3935584818003, -857.4290116290264]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.08457883420677635,1.2438969233349515,0.05862761940922535,0.4464525548054105,0.0,3521.588,1135.851,0.053,76029679.758,8003.237,499.798,1.463,12000,12000,12000,12000,40.24666666666666,17.0,0.0,0.20000000000000004,5.0000000000000016e-05,64307.88310231855,-0.05503517002297906,64307.935349462365,[-0.01170834],0.01468266741428625,4.102619856147356,0.0
-801.8317246164371,-915.640614791355,-876.5657256696595,200.0,20,2,16000,16000,False,80,4,7232a929f83b481baccc45093a7e6feb,2021-09-18_19-34-53,1632018893,10.37841248512268,44.9705228805542,21606,028b450fc55a,172.17.0.2,44.9705228805542,0,4,"[-903.3598052956465, -863.9499255467135, -915.640614791355, -891.8246256387447, -845.4936204814062, -867.6626223502553, -862.0233955014515, -906.3472023138718, -877.4184038728104, -877.6302197947279, -853.1671443525488, -862.9863466577806, -884.5334699535517, -888.2695474022813, -911.9297770039293, -905.4217967831954, -886.3781081787638, -815.8629745529571, -898.1971444171926, -871.2872544976068, -861.4508046753973, -857.8680319737232, -866.1984932948767, -884.9903336030172, -872.6405659842128, -844.8465341918364, -891.8837326013993, -803.4805709163148, -893.3626543698476, -860.888033064974, -899.4685640837474, -896.9946828737343, -875.5768481841088, -867.0142728323614, -849.3873484420261, -905.0979397721089, -905.0412876133619, -912.9222816415861, -912.2111468367352, -894.5749670737483, -899.2241440888038, -881.5682620049322, -888.9529877419216, -915.0335289313464, -849.2709615880211, -902.0883856290922, -882.2744552571556, -886.3534962500644, -841.9908805836652, -879.5364197865022, -888.4400996663128, -888.5681647520643, -887.6618657544816, -872.0556372489966, -833.4227998363119, -837.0695891084562, -898.0887816523259, -866.4404584859132, -867.3935584818003, -857.4290116290264, -883.2694466435325, -854.8116768324018, -876.7066732801679, -864.8359264356203, -853.0735423559391, -873.1121904019349, -911.132436559004, -832.0719431536143, -879.1214475275267, -895.831625972046, -894.3015893852684, -837.2075053546497, -801.8317246164371, -842.8491870073616, -908.01143711461, -890.402356029043, -893.0960453052996, -876.2054953811187, -876.3661964847075, -912.873025839374]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.08309245788310217,1.2181183241191629,0.057557336693047786,0.435861731329038,0.0,3441.407,1162.315,0.051,78581807.963,7795.2,513.136,1.488,16000,16000,16000,16000,40.71333333333334,17.0,0.0,0.20000000000000004,5.0000000000000016e-05,59656.6545530914,-0.06146052320918409,59656.71261340726,[-0.01902858],0.01637379830853108,4.073326398993051,0.0
-745.2240577166102,-917.0628844010569,-875.723440521288,200.0,20,2,20000,20000,False,100,5,7232a929f83b481baccc45093a7e6feb,2021-09-18_19-35-03,1632018903,10.449644804000854,55.420167684555054,21606,028b450fc55a,172.17.0.2,55.420167684555054,0,5,"[-903.3598052956465, -863.9499255467135, -915.640614791355, -891.8246256387447, -845.4936204814062, -867.6626223502553, -862.0233955014515, -906.3472023138718, -877.4184038728104, -877.6302197947279, -853.1671443525488, -862.9863466577806, -884.5334699535517, -888.2695474022813, -911.9297770039293, -905.4217967831954, -886.3781081787638, -815.8629745529571, -898.1971444171926, -871.2872544976068, -861.4508046753973, -857.8680319737232, -866.1984932948767, -884.9903336030172, -872.6405659842128, -844.8465341918364, -891.8837326013993, -803.4805709163148, -893.3626543698476, -860.888033064974, -899.4685640837474, -896.9946828737343, -875.5768481841088, -867.0142728323614, -849.3873484420261, -905.0979397721089, -905.0412876133619, -912.9222816415861, -912.2111468367352, -894.5749670737483, -899.2241440888038, -881.5682620049322, -888.9529877419216, -915.0335289313464, -849.2709615880211, -902.0883856290922, -882.2744552571556, -886.3534962500644, -841.9908805836652, -879.5364197865022, -888.4400996663128, -888.5681647520643, -887.6618657544816, -872.0556372489966, -833.4227998363119, -837.0695891084562, -898.0887816523259, -866.4404584859132, -867.3935584818003, -857.4290116290264, -883.2694466435325, -854.8116768324018, -876.7066732801679, -864.8359264356203, -853.0735423559391, -873.1121904019349, -911.132436559004, -832.0719431536143, -879.1214475275267, -895.831625972046, -894.3015893852684, -837.2075053546497, -801.8317246164371, -842.8491870073616, -908.01143711461, -890.402356029043, -893.0960453052996, -876.2054953811187, -876.3661964847075, -912.873025839374, -886.1853987899399, -850.0319799276874, -894.6199090559364, -884.7828315011234, -869.5540615737726, -905.8115293808676, -795.4388757845018, -917.0628844010569, -874.4451718350515, -745.2240577166102, -836.1060421643359, -863.9985855611349, -846.6443714187448, -909.2188402106952, -882.0817458683318, -904.5499608747555, -900.9179323708689, -879.0204811191948, -889.6715189033071, -911.7198200981279]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.08212699113385127,1.2019424602839694,0.056904144221836754,0.42899447205865066,0.0,3426.37,1167.416,0.05,79967664.442,7651.565,522.769,1.464,20000,20000,20000,20000,40.14666666666666,17.0,0.0,0.20000000000000004,5.0000000000000016e-05,55051.50022681452,-0.06065438077534719,55051.55789860551,[-0.01495391],0.015476730266507355,4.041996705660256,0.0
-745.2240577166102,-927.3857513540587,-875.8725393854253,200.0,20,2,24000,24000,False,120,6,7232a929f83b481baccc45093a7e6feb,2021-09-18_19-35-13,1632018913,10.36796760559082,65.78813529014587,21606,028b450fc55a,172.17.0.2,65.78813529014587,0,6,"[-861.4508046753973, -857.8680319737232, -866.1984932948767, -884.9903336030172, -872.6405659842128, -844.8465341918364, -891.8837326013993, -803.4805709163148, -893.3626543698476, -860.888033064974, -899.4685640837474, -896.9946828737343, -875.5768481841088, -867.0142728323614, -849.3873484420261, -905.0979397721089, -905.0412876133619, -912.9222816415861, -912.2111468367352, -894.5749670737483, -899.2241440888038, -881.5682620049322, -888.9529877419216, -915.0335289313464, -849.2709615880211, -902.0883856290922, -882.2744552571556, -886.3534962500644, -841.9908805836652, -879.5364197865022, -888.4400996663128, -888.5681647520643, -887.6618657544816, -872.0556372489966, -833.4227998363119, -837.0695891084562, -898.0887816523259, -866.4404584859132, -867.3935584818003, -857.4290116290264, -883.2694466435325, -854.8116768324018, -876.7066732801679, -864.8359264356203, -853.0735423559391, -873.1121904019349, -911.132436559004, -832.0719431536143, -879.1214475275267, -895.831625972046, -894.3015893852684, -837.2075053546497, -801.8317246164371, -842.8491870073616, -908.01143711461, -890.402356029043, -893.0960453052996, -876.2054953811187, -876.3661964847075, -912.873025839374, -886.1853987899399, -850.0319799276874, -894.6199090559364, -884.7828315011234, -869.5540615737726, -905.8115293808676, -795.4388757845018, -917.0628844010569, -874.4451718350515, -745.2240577166102, -836.1060421643359, -863.9985855611349, -846.6443714187448, -909.2188402106952, -882.0817458683318, -904.5499608747555, -900.9179323708689, -879.0204811191948, -889.6715189033071, -911.7198200981279, -863.9837928480648, -841.8665335301479, -904.1201959027098, -927.3857513540587, -912.9493803190056, -883.308851285302, -890.1135898397021, -827.4351040477223, -875.5910131645752, -849.0369885413099, -890.1160446436089, -872.7914159273598, -829.9409935429686, -877.4227176928338, -893.538116241694, -898.9476838638128, -887.757922554998, -887.3065962459513, -908.8537195417231, -881.8274747129456]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.07940553177596195,1.1567282009666935,0.055033737085862434,0.4101326347751407,0.0,3391.509,1179.416,0.054,74565404.444,7566.959,528.614,1.489,24000,24000,24000,24000,39.919999999999995,17.0,0.0,0.20000000000000004,5.0000000000000016e-05,51945.184209089384,-0.06088332451719751,51945.242065692204,[-0.01426699],0.015340783959104137,4.03394826996711,0.0
-745.2240577166102,-927.3857513540587,-873.7302155312314,200.0,20,2,28000,28000,False,140,7,7232a929f83b481baccc45093a7e6feb,2021-09-18_19-35-24,1632018924,10.47279667854309,76.26093196868896,21606,028b450fc55a,172.17.0.2,76.26093196868896,0,7,"[-899.2241440888038, -881.5682620049322, -888.9529877419216, -915.0335289313464, -849.2709615880211, -902.0883856290922, -882.2744552571556, -886.3534962500644, -841.9908805836652, -879.5364197865022, -888.4400996663128, -888.5681647520643, -887.6618657544816, -872.0556372489966, -833.4227998363119, -837.0695891084562, -898.0887816523259, -866.4404584859132, -867.3935584818003, -857.4290116290264, -883.2694466435325, -854.8116768324018, -876.7066732801679, -864.8359264356203, -853.0735423559391, -873.1121904019349, -911.132436559004, -832.0719431536143, -879.1214475275267, -895.831625972046, -894.3015893852684, -837.2075053546497, -801.8317246164371, -842.8491870073616, -908.01143711461, -890.402356029043, -893.0960453052996, -876.2054953811187, -876.3661964847075, -912.873025839374, -886.1853987899399, -850.0319799276874, -894.6199090559364, -884.7828315011234, -869.5540615737726, -905.8115293808676, -795.4388757845018, -917.0628844010569, -874.4451718350515, -745.2240577166102, -836.1060421643359, -863.9985855611349, -846.6443714187448, -909.2188402106952, -882.0817458683318, -904.5499608747555, -900.9179323708689, -879.0204811191948, -889.6715189033071, -911.7198200981279, -863.9837928480648, -841.8665335301479, -904.1201959027098, -927.3857513540587, -912.9493803190056, -883.308851285302, -890.1135898397021, -827.4351040477223, -875.5910131645752, -849.0369885413099, -890.1160446436089, -872.7914159273598, -829.9409935429686, -877.4227176928338, -893.538116241694, -898.9476838638128, -887.757922554998, -887.3065962459513, -908.8537195417231, -881.8274747129456, -916.1023880486349, -841.8351210327041, -890.2274899449872, -900.9056264065189, -858.041039041662, -840.942987015587, -868.4433110659949, -846.7921707701935, -897.5057119332263, -815.5194152209857, -793.7426326985294, -883.7139723838346, -869.1045942808427, -872.822828424803, -881.2351496211946, -897.2563503856547, -816.6947780870249, -897.627008395046, -875.9856873148749, -877.168446537448]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.07825676296081807,1.137656706447473,0.054249751481386756,0.4020686206826318,0.0,3363.671,1189.177,0.052,76608292.237,7524.524,531.595,1.489,28000,28000,28000,28000,40.06666666666668,17.0,0.0,0.20000000000000004,5.0000000000000016e-05,46817.51935483871,-0.05867031710923359,46817.57468077957,[-0.04184253],0.015410156018256611,3.9983836599575575,0.0
-745.2240577166102,-927.3857513540587,-874.6245911859947,200.0,20,2,32000,32000,False,160,8,7232a929f83b481baccc45093a7e6feb,2021-09-18_19-35-34,1632018934,10.41766905784607,86.67860102653503,21606,028b450fc55a,172.17.0.2,86.67860102653503,0,8,"[-883.2694466435325, -854.8116768324018, -876.7066732801679, -864.8359264356203, -853.0735423559391, -873.1121904019349, -911.132436559004, -832.0719431536143, -879.1214475275267, -895.831625972046, -894.3015893852684, -837.2075053546497, -801.8317246164371, -842.8491870073616, -908.01143711461, -890.402356029043, -893.0960453052996, -876.2054953811187, -876.3661964847075, -912.873025839374, -886.1853987899399, -850.0319799276874, -894.6199090559364, -884.7828315011234, -869.5540615737726, -905.8115293808676, -795.4388757845018, -917.0628844010569, -874.4451718350515, -745.2240577166102, -836.1060421643359, -863.9985855611349, -846.6443714187448, -909.2188402106952, -882.0817458683318, -904.5499608747555, -900.9179323708689, -879.0204811191948, -889.6715189033071, -911.7198200981279, -863.9837928480648, -841.8665335301479, -904.1201959027098, -927.3857513540587, -912.9493803190056, -883.308851285302, -890.1135898397021, -827.4351040477223, -875.5910131645752, -849.0369885413099, -890.1160446436089, -872.7914159273598, -829.9409935429686, -877.4227176928338, -893.538116241694, -898.9476838638128, -887.757922554998, -887.3065962459513, -908.8537195417231, -881.8274747129456, -916.1023880486349, -841.8351210327041, -890.2274899449872, -900.9056264065189, -858.041039041662, -840.942987015587, -868.4433110659949, -846.7921707701935, -897.5057119332263, -815.5194152209857, -793.7426326985294, -883.7139723838346, -869.1045942808427, -872.822828424803, -881.2351496211946, -897.2563503856547, -816.6947780870249, -897.627008395046, -875.9856873148749, -877.168446537448, -885.0494405656713, -868.6606643283313, -914.8925301486416, -885.9138801175769, -820.6525226181137, -924.6945168817094, -918.8404235192886, -841.7280214961625, -854.0561958331532, -853.5796618076166, -882.4548586816297, -882.0546471909121, -882.6377169100116, -898.9772373451401, -899.947584858004, -887.6544693979466, -885.0198870843445, -883.2571087343695, -873.2359416676619, -868.9937447672565]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.07750888034646318,1.126268937701732,0.053770483957381356,0.397319359290806,0.0,3342.609,1196.67,0.053,75149903.695,7485.894,534.338,1.51,32000,32000,32000,32000,40.44666666666667,17.033333333333335,0.0,0.20000000000000004,5.0000000000000016e-05,44784.05726646505,-0.05846615878174141,44784.1125735047,[-0.04587866],0.015756375401051688,3.964886797115367,0.0
-745.2240577166102,-927.3857513540587,-875.416980925236,200.0,20,2,36000,36000,False,180,9,7232a929f83b481baccc45093a7e6feb,2021-09-18_19-35-45,1632018945,10.320498943328857,96.99909996986389,21606,028b450fc55a,172.17.0.2,96.99909996986389,0,9,"[-886.1853987899399, -850.0319799276874, -894.6199090559364, -884.7828315011234, -869.5540615737726, -905.8115293808676, -795.4388757845018, -917.0628844010569, -874.4451718350515, -745.2240577166102, -836.1060421643359, -863.9985855611349, -846.6443714187448, -909.2188402106952, -882.0817458683318, -904.5499608747555, -900.9179323708689, -879.0204811191948, -889.6715189033071, -911.7198200981279, -863.9837928480648, -841.8665335301479, -904.1201959027098, -927.3857513540587, -912.9493803190056, -883.308851285302, -890.1135898397021, -827.4351040477223, -875.5910131645752, -849.0369885413099, -890.1160446436089, -872.7914159273598, -829.9409935429686, -877.4227176928338, -893.538116241694, -898.9476838638128, -887.757922554998, -887.3065962459513, -908.8537195417231, -881.8274747129456, -916.1023880486349, -841.8351210327041, -890.2274899449872, -900.9056264065189, -858.041039041662, -840.942987015587, -868.4433110659949, -846.7921707701935, -897.5057119332263, -815.5194152209857, -793.7426326985294, -883.7139723838346, -869.1045942808427, -872.822828424803, -881.2351496211946, -897.2563503856547, -816.6947780870249, -897.627008395046, -875.9856873148749, -877.168446537448, -885.0494405656713, -868.6606643283313, -914.8925301486416, -885.9138801175769, -820.6525226181137, -924.6945168817094, -918.8404235192886, -841.7280214961625, -854.0561958331532, -853.5796618076166, -882.4548586816297, -882.0546471909121, -882.6377169100116, -898.9772373451401, -899.947584858004, -887.6544693979466, -885.0198870843445, -883.2571087343695, -873.2359416676619, -868.9937447672565, -855.7401648995886, -905.7721247390981, -805.878129591508, -865.3642030120895, -883.6253119398533, -881.4771148122306, -875.2129587986487, -871.0378929500364, -887.4248101712604, -872.5266658789279, -877.5070643167916, -911.6927214207082, -895.918427399911, -878.8770275325827, -849.1896975005745, -895.0170380101436, -871.7958287531922, -882.4603960220483, -854.9895935081549, -914.8432743464299]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.07700043895890575,1.1191643577092625,0.053472121157205205,0.39422315866183005,0.0,3326.483,1202.471,0.052,76530635.58,7444.859,537.283,1.51,36000,36000,36000,36000,39.44285714285714,17.02857142857143,0.0,0.20000000000000004,5.0000000000000016e-05,41620.15622059812,-0.060237095287189846,41620.21345766129,[-0.09289233],0.016117648388749437,3.9266499450129846,0.0
-763.2930530433406,-927.3857513540587,-875.4004115048186,200.0,20,2,40000,40000,False,200,10,7232a929f83b481baccc45093a7e6feb,2021-09-18_19-35-55,1632018955,10.464462518692017,107.46356248855591,21606,028b450fc55a,172.17.0.2,107.46356248855591,0,10,"[-863.9837928480648, -841.8665335301479, -904.1201959027098, -927.3857513540587, -912.9493803190056, -883.308851285302, -890.1135898397021, -827.4351040477223, -875.5910131645752, -849.0369885413099, -890.1160446436089, -872.7914159273598, -829.9409935429686, -877.4227176928338, -893.538116241694, -898.9476838638128, -887.757922554998, -887.3065962459513, -908.8537195417231, -881.8274747129456, -916.1023880486349, -841.8351210327041, -890.2274899449872, -900.9056264065189, -858.041039041662, -840.942987015587, -868.4433110659949, -846.7921707701935, -897.5057119332263, -815.5194152209857, -793.7426326985294, -883.7139723838346, -869.1045942808427, -872.822828424803, -881.2351496211946, -897.2563503856547, -816.6947780870249, -897.627008395046, -875.9856873148749, -877.168446537448, -885.0494405656713, -868.6606643283313, -914.8925301486416, -885.9138801175769, -820.6525226181137, -924.6945168817094, -918.8404235192886, -841.7280214961625, -854.0561958331532, -853.5796618076166, -882.4548586816297, -882.0546471909121, -882.6377169100116, -898.9772373451401, -899.947584858004, -887.6544693979466, -885.0198870843445, -883.2571087343695, -873.2359416676619, -868.9937447672565, -855.7401648995886, -905.7721247390981, -805.878129591508, -865.3642030120895, -883.6253119398533, -881.4771148122306, -875.2129587986487, -871.0378929500364, -887.4248101712604, -872.5266658789279, -877.5070643167916, -911.6927214207082, -895.918427399911, -878.8770275325827, -849.1896975005745, -895.0170380101436, -871.7958287531922, -882.4603960220483, -854.9895935081549, -914.8432743464299, -763.2930530433406, -889.997830718301, -910.8929261718752, -884.7458816632613, -819.643366251271, -912.4506572238637, -901.6758681740243, -879.8054836549576, -848.209498827268, -880.6102204564171, -876.1759418997913, -911.564656334957, -838.9948956333241, -886.9334834326531, -916.3714519170907, -853.0390473219849, -895.3156553599263, -818.8577359829046, -866.0660824442892, -890.7853200027838]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.07648427249247558,1.1117343520268421,0.053139416832110896,0.3912738814290986,0.0,3311.28,1207.992,0.052,77528724.584,7428.805,538.445,1.493,40000,40000,40000,40000,40.04,17.1,0.0,0.20000000000000004,5.0000000000000016e-05,37422.87208606351,-0.059594078602830086,37422.92869098622,[-0.0866859],0.01501423628771809,3.898390758934841,0.0
