episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
-816.6603149978827,-916.630664625104,-869.8136639174027,200.0,20,2,4000,4000,False,20,1,70144f55a3144bd3835037138ee033b3,2021-09-18_16-09-57,1632006597,13.698505401611328,13.698505401611328,24793,028b450fc55a,172.17.0.2,13.698505401611328,0,1,7d694_00000,"[-818.265410891154, -818.4138060303927, -902.9152795553446, -816.6603149978827, -872.5094183619508, -875.467261898848, -839.4739164075811, -890.5630571326324, -889.4246121596437, -899.2241440888038, -874.001273827352, -898.409556126901, -870.4406582504705, -848.2470444529213, -883.5785109415488, -847.7009245716832, -874.4772120650983, -894.4296544710197, -865.4405574917212, -916.630664625104]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.09813557738724019,1.4634838347313461,0.07012389648681519,0.5250158815131314,0.0,4415.665,905.866,0.055,72944417.391,9272.268,431.394,2.869,4000,4000,4000,4000,15.325,20.464999999999996,0.0,0.20000000000000004,5.0000000000000016e-05,72912.82885584678,-0.04305767666233042,72912.86900201613,[-0.00356556],0.013381502189972774,4.1456569779303765,0.0
