episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
-838.9536319754379,-919.5712606450245,-880.1839665965605,200.0,20,2,4000,4000,False,20,1,d7142dd9d50a40abade6b74a7997b369,2021-09-16_17-52-55,1631839975,8.885350942611694,8.885350942611694,3107,a057c1642c41,172.17.0.2,8.885350942611694,0,1,8f849_00000,"[-878.0821418915654, -871.7219290774669, -872.0704299620658, -841.1855479944143, -838.9536319754379, -910.8436703696635, -880.6847159199332, -889.9036329339007, -874.6871689709, -869.3613521849486, -885.7531790139877, -875.440163221428, -892.5751650853647, -870.0847929541493, -875.2874542621644, -876.3982047699425, -897.9237667287122, -873.5370138213525, -909.6141101487856, -919.5712606450245]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.07073918561349206,1.0267964963136105,0.048325217884221956,0.4328698411338154,0.0,3276.449,1220.834,0.048,82646384.236,5599.254,714.381,2.582,4000,4000,4000,4000,14.515384615384617,17.96153846153846,0.0,0.20000000000000004,5.0000000000000016e-05,74078.1624873992,-0.0434287842493304,74078.20306199597,[-0.00278213],0.013538217051494428,4.1455895541816625,0.0
-824.998140730759,-929.3264463797874,-879.3844473938201,200.0,20,2,8000,8000,False,40,2,d7142dd9d50a40abade6b74a7997b369,2021-09-16_17-53-04,1631839984,9.259129047393799,18.144479990005493,3107,a057c1642c41,172.17.0.2,18.144479990005493,0,2,8f849_00000,"[-878.0821418915654, -871.7219290774669, -872.0704299620658, -841.1855479944143, -838.9536319754379, -910.8436703696635, -880.6847159199332, -889.9036329339007, -874.6871689709, -869.3613521849486, -885.7531790139877, -875.440163221428, -892.5751650853647, -870.0847929541493, -875.2874542621644, -876.3982047699425, -897.9237667287122, -873.5370138213525, -909.6141101487856, -919.5712606450245, -889.9208804508783, -888.5558587877143, -855.2463514122613, -865.8752320715818, -867.2802541643059, -897.1972434230008, -855.9820981458131, -894.8120226569694, -824.998140730759, -876.9757371486237, -897.1898470664657, -873.7248136023612, -826.5786246953303, -861.2802524113661, -918.5541121338555, -929.3264463797874, -883.3660992318397, -894.8046263004345, -886.4889576923507, -883.5409653158957]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.07017161417564088,1.021828609219265,0.04809465593486413,0.4234004816897496,0.0,3192.973,1252.751,0.051,78581807.963,5871.032,681.311,2.064,8000,8000,8000,8000,14.607692307692306,18.053846153846152,0.0,0.20000000000000004,5.0000000000000016e-05,69568.52857442877,-0.05397143544008334,69568.5796875,[-0.00672184],0.013949997745952392,4.121997247203704,0.0
-818.1490559819617,-929.3264463797874,-880.5099836972677,200.0,20,2,12000,12000,False,60,3,d7142dd9d50a40abade6b74a7997b369,2021-09-16_17-53-13,1631839993,8.47620415687561,26.620684146881104,3107,a057c1642c41,172.17.0.2,26.620684146881104,0,3,8f849_00000,"[-878.0821418915654, -871.7219290774669, -872.0704299620658, -841.1855479944143, -838.9536319754379, -910.8436703696635, -880.6847159199332, -889.9036329339007, -874.6871689709, -869.3613521849486, -885.7531790139877, -875.440163221428, -892.5751650853647, -870.0847929541493, -875.2874542621644, -876.3982047699425, -897.9237667287122, -873.5370138213525, -909.6141101487856, -919.5712606450245, -889.9208804508783, -888.5558587877143, -855.2463514122613, -865.8752320715818, -867.2802541643059, -897.1972434230008, -855.9820981458131, -894.8120226569694, -824.998140730759, -876.9757371486237, -897.1898470664657, -873.7248136023612, -826.5786246953303, -861.2802524113661, -918.5541121338555, -929.3264463797874, -883.3660992318397, -894.8046263004345, -886.4889576923507, -883.5409653158957, -868.0726850014164, -909.450954241289, -883.2226456452279, -818.1490559819617, -884.4325035452207, -875.9758361544322, -840.2688020485982, -905.7598187747478, -896.3580435323985, -844.3921572910925, -885.8055173527105, -900.4438531492391, -889.9978307183003, -896.2465982310213, -896.3900518176334, -912.7000187714344, -899.1576407696143, -906.2806989946822, -880.5689567985315, -861.5474572637052]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.06941617421087612,1.0129669973666504,0.04761828400999885,0.4162430657047756,0.0,3109.074,1286.557,0.049,81049352.657,5756.415,694.877,1.921,12000,12000,12000,12000,13.776923076923076,18.099999999999998,0.0,0.20000000000000004,5.0000000000000016e-05,65512.78708417339,-0.0515547921851037,65512.83582409274,[-0.01081675],0.014170623513511367,4.105274837247787,0.0
-772.1117905114024,-929.3264463797874,-877.9512409154004,200.0,20,2,16000,16000,False,80,4,d7142dd9d50a40abade6b74a7997b369,2021-09-16_17-53-21,1631840001,8.489081144332886,35.10976529121399,3107,a057c1642c41,172.17.0.2,35.10976529121399,0,4,8f849_00000,"[-878.0821418915654, -871.7219290774669, -872.0704299620658, -841.1855479944143, -838.9536319754379, -910.8436703696635, -880.6847159199332, -889.9036329339007, -874.6871689709, -869.3613521849486, -885.7531790139877, -875.440163221428, -892.5751650853647, -870.0847929541493, -875.2874542621644, -876.3982047699425, -897.9237667287122, -873.5370138213525, -909.6141101487856, -919.5712606450245, -889.9208804508783, -888.5558587877143, -855.2463514122613, -865.8752320715818, -867.2802541643059, -897.1972434230008, -855.9820981458131, -894.8120226569694, -824.998140730759, -876.9757371486237, -897.1898470664657, -873.7248136023612, -826.5786246953303, -861.2802524113661, -918.5541121338555, -929.3264463797874, -883.3660992318397, -894.8046263004345, -886.4889576923507, -883.5409653158957, -868.0726850014164, -909.450954241289, -883.2226456452279, -818.1490559819617, -884.4325035452207, -875.9758361544322, -840.2688020485982, -905.7598187747478, -896.3580435323985, -844.3921572910925, -885.8055173527105, -900.4438531492391, -889.9978307183003, -896.2465982310213, -896.3900518176334, -912.7000187714344, -899.1576407696143, -906.2806989946822, -880.5689567985315, -861.5474572637052, -900.1673929242484, -860.5943572678177, -891.5949664120586, -872.2551472065643, -874.2820478723669, -861.695224670341, -859.0754350698087, -854.730412744955, -829.5118563035276, -903.377052812624, -843.7530312010363, -879.7931776906079, -772.1117905114024, -872.8234242125939, -879.4724032160325, -891.5752640911738, -895.7577262963215, -852.553257923796, -897.463852487549, -912.9124304811436]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.06878107707501695,1.0059469474815923,0.047251752332840895,0.4101874282789895,0.0,3061.809,1306.417,0.048,83468736.318,5707.6,700.82,1.87,16000,16000,16000,16000,13.691666666666668,18.099999999999998,0.0,0.20000000000000004,5.0000000000000016e-05,59539.36042926747,-0.052322124333311154,59539.41015204973,[-0.02455677],0.0142321668224741,4.083383355089413,0.0
-772.1117905114024,-929.3264463797874,-878.5125481339984,200.0,20,2,20000,20000,False,100,5,d7142dd9d50a40abade6b74a7997b369,2021-09-16_17-53-30,1631840010,8.702874660491943,43.81263995170593,3107,a057c1642c41,172.17.0.2,43.81263995170593,0,5,8f849_00000,"[-878.0821418915654, -871.7219290774669, -872.0704299620658, -841.1855479944143, -838.9536319754379, -910.8436703696635, -880.6847159199332, -889.9036329339007, -874.6871689709, -869.3613521849486, -885.7531790139877, -875.440163221428, -892.5751650853647, -870.0847929541493, -875.2874542621644, -876.3982047699425, -897.9237667287122, -873.5370138213525, -909.6141101487856, -919.5712606450245, -889.9208804508783, -888.5558587877143, -855.2463514122613, -865.8752320715818, -867.2802541643059, -897.1972434230008, -855.9820981458131, -894.8120226569694, -824.998140730759, -876.9757371486237, -897.1898470664657, -873.7248136023612, -826.5786246953303, -861.2802524113661, -918.5541121338555, -929.3264463797874, -883.3660992318397, -894.8046263004345, -886.4889576923507, -883.5409653158957, -868.0726850014164, -909.450954241289, -883.2226456452279, -818.1490559819617, -884.4325035452207, -875.9758361544322, -840.2688020485982, -905.7598187747478, -896.3580435323985, -844.3921572910925, -885.8055173527105, -900.4438531492391, -889.9978307183003, -896.2465982310213, -896.3900518176334, -912.7000187714344, -899.1576407696143, -906.2806989946822, -880.5689567985315, -861.5474572637052, -900.1673929242484, -860.5943572678177, -891.5949664120586, -872.2551472065643, -874.2820478723669, -861.695224670341, -859.0754350698087, -854.730412744955, -829.5118563035276, -903.377052812624, -843.7530312010363, -879.7931776906079, -772.1117905114024, -872.8234242125939, -879.4724032160325, -891.5752640911738, -895.7577262963215, -852.553257923796, -897.463852487549, -912.9124304811436, -843.6539238088217, -865.8776868754888, -914.0828837393668, -808.3347632845424, -876.2325940585381, -892.5653139249225, -903.261293691223, -895.6493635314552, -898.7057186727767, -897.8197177838703, -899.9648323749819, -884.2896457463994, -908.0754856298915, -899.3971511567428, -818.5911588631687, -878.9367302830287, -892.1601928263898, -877.3784034432495, -859.7619260011476, -900.4167544718193]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.06842385468841457,1.002563309369669,0.04707707179912684,0.4056378283904317,0.0,3058.976,1307.627,0.047,84562580.645,5695.553,702.302,1.828,20000,20000,20000,20000,14.208333333333334,18.099999999999998,0.0,0.20000000000000004,5.0000000000000016e-05,56576.00630670363,-0.055884467713755145,56576.05922799059,[-0.02813667],0.0144649075241857,4.058372354507446,0.0
-772.1117905114024,-929.3264463797874,-878.1187525817033,200.0,20,2,24000,24000,False,120,6,d7142dd9d50a40abade6b74a7997b369,2021-09-16_17-53-39,1631840019,8.682797908782959,52.49543786048889,3107,a057c1642c41,172.17.0.2,52.49543786048889,0,6,8f849_00000,"[-889.9208804508783, -888.5558587877143, -855.2463514122613, -865.8752320715818, -867.2802541643059, -897.1972434230008, -855.9820981458131, -894.8120226569694, -824.998140730759, -876.9757371486237, -897.1898470664657, -873.7248136023612, -826.5786246953303, -861.2802524113661, -918.5541121338555, -929.3264463797874, -883.3660992318397, -894.8046263004345, -886.4889576923507, -883.5409653158957, -868.0726850014164, -909.450954241289, -883.2226456452279, -818.1490559819617, -884.4325035452207, -875.9758361544322, -840.2688020485982, -905.7598187747478, -896.3580435323985, -844.3921572910925, -885.8055173527105, -900.4438531492391, -889.9978307183003, -896.2465982310213, -896.3900518176334, -912.7000187714344, -899.1576407696143, -906.2806989946822, -880.5689567985315, -861.5474572637052, -900.1673929242484, -860.5943572678177, -891.5949664120586, -872.2551472065643, -874.2820478723669, -861.695224670341, -859.0754350698087, -854.730412744955, -829.5118563035276, -903.377052812624, -843.7530312010363, -879.7931776906079, -772.1117905114024, -872.8234242125939, -879.4724032160325, -891.5752640911738, -895.7577262963215, -852.553257923796, -897.463852487549, -912.9124304811436, -843.6539238088217, -865.8776868754888, -914.0828837393668, -808.3347632845424, -876.2325940585381, -892.5653139249225, -903.261293691223, -895.6493635314552, -898.7057186727767, -897.8197177838703, -899.9648323749819, -884.2896457463994, -908.0754856298915, -899.3971511567428, -818.5911588631687, -878.9367302830287, -892.1601928263898, -877.3784034432495, -859.7619260011476, -900.4167544718193, -892.1232429885276, -885.7975252083847, -864.3273521800357, -886.2149522712679, -895.0564426519129, -909.7397204306296, -868.057892288346, -800.2265967783537, -829.6399213892784, -895.0145832062359, -894.0343845329292, -876.4203618947352, -882.0053913886992, -904.8461234206308, -911.1915435216588, -856.4334563996716, -892.4668023204987, -880.8275737187543, -850.7622212656324, -889.1136888455108]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.06761743134288534,0.9945428336039097,0.04666547424960731,0.39570231942897494,0.0,3042.478,1314.718,0.05,79450115.233,5698.662,701.919,1.753,24000,24000,24000,24000,13.769230769230772,18.099999999999998,0.0,0.20000000000000004,5.0000000000000016e-05,51399.53013062836,-0.06111353574776321,51399.58796412971,[-0.01306381],0.0167268894288772,4.029480641888034,0.0
-772.1117905114024,-927.6351129016297,-876.1797160634113,200.0,20,2,28000,28000,False,140,7,d7142dd9d50a40abade6b74a7997b369,2021-09-16_17-53-47,1631840027,8.50003695487976,60.99547481536865,3107,a057c1642c41,172.17.0.2,60.99547481536865,0,7,8f849_00000,"[-868.0726850014164, -909.450954241289, -883.2226456452279, -818.1490559819617, -884.4325035452207, -875.9758361544322, -840.2688020485982, -905.7598187747478, -896.3580435323985, -844.3921572910925, -885.8055173527105, -900.4438531492391, -889.9978307183003, -896.2465982310213, -896.3900518176334, -912.7000187714344, -899.1576407696143, -906.2806989946822, -880.5689567985315, -861.5474572637052, -900.1673929242484, -860.5943572678177, -891.5949664120586, -872.2551472065643, -874.2820478723669, -861.695224670341, -859.0754350698087, -854.730412744955, -829.5118563035276, -903.377052812624, -843.7530312010363, -879.7931776906079, -772.1117905114024, -872.8234242125939, -879.4724032160325, -891.5752640911738, -895.7577262963215, -852.553257923796, -897.463852487549, -912.9124304811436, -843.6539238088217, -865.8776868754888, -914.0828837393668, -808.3347632845424, -876.2325940585381, -892.5653139249225, -903.261293691223, -895.6493635314552, -898.7057186727767, -897.8197177838703, -899.9648323749819, -884.2896457463994, -908.0754856298915, -899.3971511567428, -818.5911588631687, -878.9367302830287, -892.1601928263898, -877.3784034432495, -859.7619260011476, -900.4167544718193, -892.1232429885276, -885.7975252083847, -864.3273521800357, -886.2149522712679, -895.0564426519129, -909.7397204306296, -868.057892288346, -800.2265967783537, -829.6399213892784, -895.0145832062359, -894.0343845329292, -876.4203618947352, -882.0053913886992, -904.8461234206308, -911.1915435216588, -856.4334563996716, -892.4668023204987, -880.8275737187543, -850.7622212656324, -889.1136888455108, -841.6498080004144, -849.0536402704971, -892.2765477355823, -855.1176585939071, -804.9502373121119, -890.007681878743, -895.2368460763872, -857.59651330136, -873.5715088553068, -909.4411030808465, -876.1660907393486, -864.240550752171, -859.843817821198, -784.0293383542552, -905.4710525854076, -884.864723321173, -868.324501352895, -882.1931911697089, -856.1249878894462, -927.6351129016297]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.06696213990050728,0.9877069996978486,0.04629642487396599,0.38858180793240976,0.0,3021.345,1323.914,0.05,80770640.99,5684.29,703.694,1.735,28000,28000,28000,28000,13.675000000000002,18.099999999999998,0.0,0.20000000000000004,5.0000000000000016e-05,46696.5106014785,-0.05684409365859083,46696.564243111556,[-0.0384194],0.016056097708191375,3.9941403604322865,0.0
-772.1117905114024,-927.6351129016297,-875.3755776950434,200.0,20,2,32000,32000,False,160,8,d7142dd9d50a40abade6b74a7997b369,2021-09-16_17-53-56,1631840036,8.409047603607178,69.40452241897583,3107,a057c1642c41,172.17.0.2,69.40452241897583,0,8,8f849_00000,"[-900.1673929242484, -860.5943572678177, -891.5949664120586, -872.2551472065643, -874.2820478723669, -861.695224670341, -859.0754350698087, -854.730412744955, -829.5118563035276, -903.377052812624, -843.7530312010363, -879.7931776906079, -772.1117905114024, -872.8234242125939, -879.4724032160325, -891.5752640911738, -895.7577262963215, -852.553257923796, -897.463852487549, -912.9124304811436, -843.6539238088217, -865.8776868754888, -914.0828837393668, -808.3347632845424, -876.2325940585381, -892.5653139249225, -903.261293691223, -895.6493635314552, -898.7057186727767, -897.8197177838703, -899.9648323749819, -884.2896457463994, -908.0754856298915, -899.3971511567428, -818.5911588631687, -878.9367302830287, -892.1601928263898, -877.3784034432495, -859.7619260011476, -900.4167544718193, -892.1232429885276, -885.7975252083847, -864.3273521800357, -886.2149522712679, -895.0564426519129, -909.7397204306296, -868.057892288346, -800.2265967783537, -829.6399213892784, -895.0145832062359, -894.0343845329292, -876.4203618947352, -882.0053913886992, -904.8461234206308, -911.1915435216588, -856.4334563996716, -892.4668023204987, -880.8275737187543, -850.7622212656324, -889.1136888455108, -841.6498080004144, -849.0536402704971, -892.2765477355823, -855.1176585939071, -804.9502373121119, -890.007681878743, -895.2368460763872, -857.59651330136, -873.5715088553068, -909.4411030808465, -876.1660907393486, -864.240550752171, -859.843817821198, -784.0293383542552, -905.4710525854076, -884.864723321173, -868.324501352895, -882.1931911697089, -856.1249878894462, -927.6351129016297, -829.9754885769245, -874.2081481966426, -914.3223941264956, -884.298901119051, -873.46006355393, -905.3078966779107, -879.5241138221522, -872.8702252108988, -883.2990001248595, -855.8879323062253, -883.6868737064152, -894.8791217639501, -910.6706633017242, -836.4175612662597, -910.971735455415, -869.9690338327483, -905.5203083876195, -877.8992836631834, -858.8636191478904, -852.7749250061564]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.06659528439618304,0.984835651162166,0.04614913575076777,0.3831250517334148,0.0,3009.107,1329.298,0.059,67650064.516,5658.524,706.898,1.711,32000,32000,32000,32000,14.158333333333333,18.099999999999998,0.0,0.20000000000000004,5.0000000000000016e-05,44845.17948168683,-0.061394252564998406,44845.23761130712,[-0.09231226],0.015892405830616692,3.9766579217808222,0.0
-784.0293383542552,-927.6351129016297,-875.2665674244004,200.0,20,2,36000,36000,False,180,9,d7142dd9d50a40abade6b74a7997b369,2021-09-16_17-54-04,1631840044,8.44472599029541,77.84924840927124,3107,a057c1642c41,172.17.0.2,77.84924840927124,0,9,8f849_00000,"[-843.6539238088217, -865.8776868754888, -914.0828837393668, -808.3347632845424, -876.2325940585381, -892.5653139249225, -903.261293691223, -895.6493635314552, -898.7057186727767, -897.8197177838703, -899.9648323749819, -884.2896457463994, -908.0754856298915, -899.3971511567428, -818.5911588631687, -878.9367302830287, -892.1601928263898, -877.3784034432495, -859.7619260011476, -900.4167544718193, -892.1232429885276, -885.7975252083847, -864.3273521800357, -886.2149522712679, -895.0564426519129, -909.7397204306296, -868.057892288346, -800.2265967783537, -829.6399213892784, -895.0145832062359, -894.0343845329292, -876.4203618947352, -882.0053913886992, -904.8461234206308, -911.1915435216588, -856.4334563996716, -892.4668023204987, -880.8275737187543, -850.7622212656324, -889.1136888455108, -841.6498080004144, -849.0536402704971, -892.2765477355823, -855.1176585939071, -804.9502373121119, -890.007681878743, -895.2368460763872, -857.59651330136, -873.5715088553068, -909.4411030808465, -876.1660907393486, -864.240550752171, -859.843817821198, -784.0293383542552, -905.4710525854076, -884.864723321173, -868.324501352895, -882.1931911697089, -856.1249878894462, -927.6351129016297, -829.9754885769245, -874.2081481966426, -914.3223941264956, -884.298901119051, -873.46006355393, -905.3078966779107, -879.5241138221522, -872.8702252108988, -883.2990001248595, -855.8879323062253, -883.6868737064152, -894.8791217639501, -910.6706633017242, -836.4175612662597, -910.971735455415, -869.9690338327483, -905.5203083876195, -877.8992836631834, -858.8636191478904, -852.7749250061564, -872.0525866572976, -863.315145221495, -850.727726231678, -909.9890819782007, -846.4763059034326, -821.9190326768538, -862.4630116339392, -896.5329096164543, -903.0611879458638, -851.602612731816, -891.0765409960318, -871.497211403409, -891.4195045402117, -896.0046330399852, -891.4964548076342, -814.0410892403287, -850.5159103097601, -856.8287263377619, -848.0789469927952, -905.5006060667349]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.06637512169686938,0.983415702747923,0.04607113805556734,0.3789374350598652,0.0,2993.195,1336.365,0.058,69010486.289,5648.723,708.125,1.69,36000,36000,36000,36000,13.708333333333334,18.099999999999998,0.0,0.20000000000000004,5.0000000000000016e-05,40316.54951486895,-0.06462329365713622,40316.61079469086,[-0.0684085],0.016278950015283133,3.9624511975114065,0.0
-784.0293383542552,-927.6351129016297,-875.1604262254898,200.0,20,2,40000,40000,False,200,10,d7142dd9d50a40abade6b74a7997b369,2021-09-16_17-54-13,1631840053,8.369110822677612,86.21835923194885,3107,a057c1642c41,172.17.0.2,86.21835923194885,0,10,8f849_00000,"[-892.1232429885276, -885.7975252083847, -864.3273521800357, -886.2149522712679, -895.0564426519129, -909.7397204306296, -868.057892288346, -800.2265967783537, -829.6399213892784, -895.0145832062359, -894.0343845329292, -876.4203618947352, -882.0053913886992, -904.8461234206308, -911.1915435216588, -856.4334563996716, -892.4668023204987, -880.8275737187543, -850.7622212656324, -889.1136888455108, -841.6498080004144, -849.0536402704971, -892.2765477355823, -855.1176585939071, -804.9502373121119, -890.007681878743, -895.2368460763872, -857.59651330136, -873.5715088553068, -909.4411030808465, -876.1660907393486, -864.240550752171, -859.843817821198, -784.0293383542552, -905.4710525854076, -884.864723321173, -868.324501352895, -882.1931911697089, -856.1249878894462, -927.6351129016297, -829.9754885769245, -874.2081481966426, -914.3223941264956, -884.298901119051, -873.46006355393, -905.3078966779107, -879.5241138221522, -872.8702252108988, -883.2990001248595, -855.8879323062253, -883.6868737064152, -894.8791217639501, -910.6706633017242, -836.4175612662597, -910.971735455415, -869.9690338327483, -905.5203083876195, -877.8992836631834, -858.8636191478904, -852.7749250061564, -872.0525866572976, -863.315145221495, -850.727726231678, -909.9890819782007, -846.4763059034326, -821.9190326768538, -862.4630116339392, -896.5329096164543, -903.0611879458638, -851.602612731816, -891.0765409960318, -871.497211403409, -891.4195045402117, -896.0046330399852, -891.4964548076342, -814.0410892403287, -850.5159103097601, -856.8287263377619, -848.0789469927952, -905.5006060667349, -884.4251071886858, -854.7057688714424, -908.2805009830657, -831.7610198394816, -844.8686913166288, -891.6023627685934, -912.9001245167937, -888.8963355831739, -874.2549491949471, -896.4491587802876, -875.7043174820687, -874.4057991380946, -893.9358729285051, -895.0564426519128, -852.3993573889506, -907.4018964506936, -859.9817340673909, -886.1903403425679, -875.8255819990757, -895.4960587844005]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.06609437639301449,0.9807216950763451,0.0459205974222785,0.37517125364167286,0.0,2981.435,1341.636,0.057,70374228.188,5632.408,710.176,1.687,40000,40000,40000,40000,14.158333333333333,18.099999999999998,0.0,0.20000000000000004,5.0000000000000016e-05,38640.5344359039,-0.06009585358783282,38640.591480804775,[-0.07583171],0.01446936008697303,3.943811393296847,0.0
