episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
-799.6238247383692,-928.6153115749364,-878.7880826235332,200.0,20,2,4000,4000,False,20,1,8d26c510f4364705b9293e8ddffc83d8,2021-09-17_18-04-39,1631927079,12.542200565338135,12.542200565338135,21117,028b450fc55a,172.17.0.2,12.542200565338135,0,1,5a151_00000,"[-921.2822964440669, -893.5553637586721, -861.5493162798217, -885.3166454180106, -872.0008441063661, -827.5311608482383, -856.3275484387124, -884.9656897295051, -875.6599712876719, -871.3297416758875, -799.6238247383692, -895.0293439744935, -928.6153115749364, -889.3359517156614, -913.3914512554009, -864.5323675332105, -911.6237632976114, -916.1319415299621, -847.315505794035, -860.64361307003]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.08871595839272137,1.347337824770476,0.06240966735870344,0.4918859458934778,0.0,4075.625,981.445,0.063,63072240.602,8457.42,472.957,2.087,4000,4000,4000,4000,14.783333333333335,17.966666666666665,0.0,0.20000000000000004,5.0000000000000016e-05,74065.90803931451,-0.04621224827283332,74065.9519111223,[-0.00271594],0.01349774851172503,4.14561619758606,0.0
-799.6238247383692,-928.6153115749364,-874.7766087711283,200.0,20,2,8000,8000,False,40,2,8d26c510f4364705b9293e8ddffc83d8,2021-09-17_18-04-52,1631927092,12.699450016021729,25.241650581359863,21117,028b450fc55a,172.17.0.2,25.241650581359863,0,2,5a151_00000,"[-921.2822964440669, -893.5553637586721, -861.5493162798217, -885.3166454180106, -872.0008441063661, -827.5311608482383, -856.3275484387124, -884.9656897295051, -875.6599712876719, -871.3297416758875, -799.6238247383692, -895.0293439744935, -928.6153115749364, -889.3359517156614, -913.3914512554009, -864.5323675332105, -911.6237632976114, -916.1319415299621, -847.315505794035, -860.64361307003, -882.8772272971399, -871.7859775927491, -911.2013946821012, -897.9847327074835, -880.4181068553843, -888.6371228751606, -858.0336426851279, -874.5443111720793, -844.9635168336333, -859.1037253228105, -856.4611508648826, -848.0173852262348, -868.6311108470039, -805.2513094658025, -872.5045087541354, -840.6819152914578, -857.0583536196355, -892.1330941489701, -896.1603925909469, -908.853719541723]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.08984247580139644,1.3641779363638702,0.06307366891500082,0.49509730051856293,0.0,4158.593,961.864,0.061,65408249.513,8452.762,473.218,2.348,8000,8000,8000,8000,14.668421052631578,18.0,0.0,0.20000000000000004,5.0000000000000016e-05,68349.07371051748,-0.04897623415335372,68349.11961105511,[-0.00689835],0.014224905382963412,4.122441675329721,0.0
-799.6238247383692,-928.6153115749364,-874.7904160243701,200.0,20,2,12000,12000,False,60,3,8d26c510f4364705b9293e8ddffc83d8,2021-09-17_18-05-05,1631927105,13.215940237045288,38.45759081840515,21117,028b450fc55a,172.17.0.2,38.45759081840515,0,3,5a151_00000,"[-921.2822964440669, -893.5553637586721, -861.5493162798217, -885.3166454180106, -872.0008441063661, -827.5311608482383, -856.3275484387124, -884.9656897295051, -875.6599712876719, -871.3297416758875, -799.6238247383692, -895.0293439744935, -928.6153115749364, -889.3359517156614, -913.3914512554009, -864.5323675332105, -911.6237632976114, -916.1319415299621, -847.315505794035, -860.64361307003, -882.8772272971399, -871.7859775927491, -911.2013946821012, -897.9847327074835, -880.4181068553843, -888.6371228751606, -858.0336426851279, -874.5443111720793, -844.9635168336333, -859.1037253228105, -856.4611508648826, -848.0173852262348, -868.6311108470039, -805.2513094658025, -872.5045087541354, -840.6819152914578, -857.0583536196355, -892.1330941489701, -896.1603925909469, -908.853719541723, -850.9475342979215, -863.5300117351107, -908.2386415373886, -888.6888654260929, -887.1360439819201, -856.4118631178582, -874.6083596873603, -905.5794153502742, -800.4648439371573, -877.7145664186852, -858.3593587123304, -840.0465391784478, -892.0690456336881, -862.02893284187, -858.1967985926245, -867.0505949376198, -882.4918085194915, -906.5103582213688, -916.1319415299621, -900.1550869598984]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.09089595456915633,1.3776259185298467,0.06369102509310612,0.4986790007835406,0.0,4224.498,946.858,0.058,69422962.759,8585.031,465.927,2.257,12000,12000,12000,12000,14.794736842105264,18.0,0.0,0.20000000000000004,5.0000000000000016e-05,63698.30863575269,-0.05672247788257977,63698.36244119624,[-0.01400281],0.013706128611693232,4.099219722132529,0.0
-793.8171281620436,-928.6153115749364,-874.9799684579863,200.0,20,2,16000,16000,False,80,4,8d26c510f4364705b9293e8ddffc83d8,2021-09-17_18-05-18,1631927118,12.589651346206665,51.047242164611816,21117,028b450fc55a,172.17.0.2,51.047242164611816,0,4,5a151_00000,"[-921.2822964440669, -893.5553637586721, -861.5493162798217, -885.3166454180106, -872.0008441063661, -827.5311608482383, -856.3275484387124, -884.9656897295051, -875.6599712876719, -871.3297416758875, -799.6238247383692, -895.0293439744935, -928.6153115749364, -889.3359517156614, -913.3914512554009, -864.5323675332105, -911.6237632976114, -916.1319415299621, -847.315505794035, -860.64361307003, -882.8772272971399, -871.7859775927491, -911.2013946821012, -897.9847327074835, -880.4181068553843, -888.6371228751606, -858.0336426851279, -874.5443111720793, -844.9635168336333, -859.1037253228105, -856.4611508648826, -848.0173852262348, -868.6311108470039, -805.2513094658025, -872.5045087541354, -840.6819152914578, -857.0583536196355, -892.1330941489701, -896.1603925909469, -908.853719541723, -850.9475342979215, -863.5300117351107, -908.2386415373886, -888.6888654260929, -887.1360439819201, -856.4118631178582, -874.6083596873603, -905.5794153502742, -800.4648439371573, -877.7145664186852, -858.3593587123304, -840.0465391784478, -892.0690456336881, -862.02893284187, -858.1967985926245, -867.0505949376198, -882.4918085194915, -906.5103582213688, -916.1319415299621, -900.1550869598984, -793.8171281620436, -912.2012956762927, -855.5671258868374, -886.6865766889896, -915.1221893753282, -896.2071935892515, -880.1071835412512, -884.9632349255975, -925.6747155550162, -910.6337134638621, -870.9098278642849, -863.9788832402502, -813.8182305823858, -862.7819270923985, -868.5935652213507, -873.80302709811, -857.8877342946078, -922.4946091479674, -909.720018109745, -806.0043356611421]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.0914834088004021,1.3849033179718169,0.06406280871089845,0.5007534880147108,0.0,4229.598,945.716,0.057,69615004.149,8522.598,469.34,2.181,16000,16000,16000,16000,14.633333333333335,18.0,0.0,0.20000000000000004,5.0000000000000016e-05,59630.34976058468,-0.05686370482648252,59630.40354502688,[-0.01830286],0.014140522195274122,4.071751074637136,0.0
-793.8171281620436,-928.6153115749364,-873.9430696143593,200.0,20,2,20000,20000,False,100,5,8d26c510f4364705b9293e8ddffc83d8,2021-09-17_18-05-31,1631927131,12.894415140151978,63.941657304763794,21117,028b450fc55a,172.17.0.2,63.941657304763794,0,5,5a151_00000,"[-921.2822964440669, -893.5553637586721, -861.5493162798217, -885.3166454180106, -872.0008441063661, -827.5311608482383, -856.3275484387124, -884.9656897295051, -875.6599712876719, -871.3297416758875, -799.6238247383692, -895.0293439744935, -928.6153115749364, -889.3359517156614, -913.3914512554009, -864.5323675332105, -911.6237632976114, -916.1319415299621, -847.315505794035, -860.64361307003, -882.8772272971399, -871.7859775927491, -911.2013946821012, -897.9847327074835, -880.4181068553843, -888.6371228751606, -858.0336426851279, -874.5443111720793, -844.9635168336333, -859.1037253228105, -856.4611508648826, -848.0173852262348, -868.6311108470039, -805.2513094658025, -872.5045087541354, -840.6819152914578, -857.0583536196355, -892.1330941489701, -896.1603925909469, -908.853719541723, -850.9475342979215, -863.5300117351107, -908.2386415373886, -888.6888654260929, -887.1360439819201, -856.4118631178582, -874.6083596873603, -905.5794153502742, -800.4648439371573, -877.7145664186852, -858.3593587123304, -840.0465391784478, -892.0690456336881, -862.02893284187, -858.1967985926245, -867.0505949376198, -882.4918085194915, -906.5103582213688, -916.1319415299621, -900.1550869598984, -793.8171281620436, -912.2012956762927, -855.5671258868374, -886.6865766889896, -915.1221893753282, -896.2071935892515, -880.1071835412512, -884.9632349255975, -925.6747155550162, -910.6337134638621, -870.9098278642849, -863.9788832402502, -813.8182305823858, -862.7819270923985, -868.5935652213507, -873.80302709811, -857.8877342946078, -922.4946091479674, -909.720018109745, -806.0043356611421, -860.0974931887924, -865.6037133992185, -915.6307636309125, -849.8392705388635, -914.8235720255452, -902.1573437521886, -867.3837073213575, -803.0237392116617, -840.0643824832161, -875.6501201272296, -862.2388897476714, -907.6734151230572, -879.1460914010386, -858.300251749676, -843.6914694344753, -856.1446902103305, -863.2905013479823, -867.642920029371, -891.0248303899123, -872.4823196845307]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.09182340030307966,1.389531506450773,0.06432467747885376,0.5020856907896384,0.0,4233.485,944.848,0.057,69672823.92,8544.994,468.11,2.189,20000,20000,20000,20000,14.72777777777778,18.0,0.0,0.20000000000000004,5.0000000000000016e-05,54628.317363911294,-0.05983101644863685,54628.37374201949,[-0.0184064],0.015916026805530736,4.045985647939866,0.0
-793.8171281620436,-925.6747155550162,-872.7358311092562,200.0,20,2,24000,24000,False,120,6,8d26c510f4364705b9293e8ddffc83d8,2021-09-17_18-05-44,1631927144,12.620368957519531,76.56202626228333,21117,028b450fc55a,172.17.0.2,76.56202626228333,0,6,5a151_00000,"[-882.8772272971399, -871.7859775927491, -911.2013946821012, -897.9847327074835, -880.4181068553843, -888.6371228751606, -858.0336426851279, -874.5443111720793, -844.9635168336333, -859.1037253228105, -856.4611508648826, -848.0173852262348, -868.6311108470039, -805.2513094658025, -872.5045087541354, -840.6819152914578, -857.0583536196355, -892.1330941489701, -896.1603925909469, -908.853719541723, -850.9475342979215, -863.5300117351107, -908.2386415373886, -888.6888654260929, -887.1360439819201, -856.4118631178582, -874.6083596873603, -905.5794153502742, -800.4648439371573, -877.7145664186852, -858.3593587123304, -840.0465391784478, -892.0690456336881, -862.02893284187, -858.1967985926245, -867.0505949376198, -882.4918085194915, -906.5103582213688, -916.1319415299621, -900.1550869598984, -793.8171281620436, -912.2012956762927, -855.5671258868374, -886.6865766889896, -915.1221893753282, -896.2071935892515, -880.1071835412512, -884.9632349255975, -925.6747155550162, -910.6337134638621, -870.9098278642849, -863.9788832402502, -813.8182305823858, -862.7819270923985, -868.5935652213507, -873.80302709811, -857.8877342946078, -922.4946091479674, -909.720018109745, -806.0043356611421, -860.0974931887924, -865.6037133992185, -915.6307636309125, -849.8392705388635, -914.8235720255452, -902.1573437521886, -867.3837073213575, -803.0237392116617, -840.0643824832161, -875.6501201272296, -862.2388897476714, -907.6734151230572, -879.1460914010386, -858.300251749676, -843.6914694344753, -856.1446902103305, -863.2905013479823, -867.642920029371, -891.0248303899123, -872.4823196845307, -860.6337619095875, -898.5407037491632, -873.3122961472938, -864.1617414686315, -894.8415761382969, -837.1262412672029, -875.8822341578235, -909.8339182150298, -880.0794890760407, -863.4062604693834, -863.709819371794, -868.8355304123869, -861.5591674402644, -874.4599645481215, -882.0029365847926, -884.2003895146269, -877.0551422199544, -808.6383221869532, -892.0000875105916, -884.7582195724236]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.09264371044013416,1.4011312595829732,0.06490229898644362,0.5050505427193844,0.0,4225.091,946.725,0.057,70690516.854,8525.45,469.183,2.203,24000,24000,24000,24000,14.56666666666667,18.027777777777782,0.0,0.20000000000000004,5.0000000000000016e-05,50998.90505922379,-0.0603384726986249,50998.96258820564,[-0.02384595],0.015462438483128957,4.016669891213858,0.0
-793.8171281620436,-925.6747155550162,-872.7198183666214,200.0,20,2,28000,28000,False,140,7,8d26c510f4364705b9293e8ddffc83d8,2021-09-17_18-05-57,1631927157,12.943763494491577,89.5057897567749,21117,028b450fc55a,172.17.0.2,89.5057897567749,0,7,5a151_00000,"[-850.9475342979215, -863.5300117351107, -908.2386415373886, -888.6888654260929, -887.1360439819201, -856.4118631178582, -874.6083596873603, -905.5794153502742, -800.4648439371573, -877.7145664186852, -858.3593587123304, -840.0465391784478, -892.0690456336881, -862.02893284187, -858.1967985926245, -867.0505949376198, -882.4918085194915, -906.5103582213688, -916.1319415299621, -900.1550869598984, -793.8171281620436, -912.2012956762927, -855.5671258868374, -886.6865766889896, -915.1221893753282, -896.2071935892515, -880.1071835412512, -884.9632349255975, -925.6747155550162, -910.6337134638621, -870.9098278642849, -863.9788832402502, -813.8182305823858, -862.7819270923985, -868.5935652213507, -873.80302709811, -857.8877342946078, -922.4946091479674, -909.720018109745, -806.0043356611421, -860.0974931887924, -865.6037133992185, -915.6307636309125, -849.8392705388635, -914.8235720255452, -902.1573437521886, -867.3837073213575, -803.0237392116617, -840.0643824832161, -875.6501201272296, -862.2388897476714, -907.6734151230572, -879.1460914010386, -858.300251749676, -843.6914694344753, -856.1446902103305, -863.2905013479823, -867.642920029371, -891.0248303899123, -872.4823196845307, -860.6337619095875, -898.5407037491632, -873.3122961472938, -864.1617414686315, -894.8415761382969, -837.1262412672029, -875.8822341578235, -909.8339182150298, -880.0794890760407, -863.4062604693834, -863.709819371794, -868.8355304123869, -861.5591674402644, -874.4599645481215, -882.0029365847926, -884.2003895146269, -877.0551422199544, -808.6383221869532, -892.0000875105916, -884.7582195724236, -852.2811434636416, -877.1585953770056, -913.9024803148927, -910.2310471692368, -830.1170831474197, -921.7046650595771, -809.8580312473898, -895.2861018785991, -872.9810427796721, -903.6264143601952, -878.434956596188, -889.65427138633, -805.9427738945808, -837.2696948538149, -824.9488849285465, -838.5312633599277, -911.2186421990784, -860.5001594834183, -884.3087522794935, -895.7454203319718]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.093085255242543,1.407276671807236,0.06528319259153166,0.507084522235147,0.0,4243.124,942.702,0.056,70961034.441,8533.125,468.761,2.319,28000,28000,28000,28000,14.557894736842103,18.100000000000005,0.0,0.20000000000000004,5.0000000000000016e-05,47200.903414818546,-0.06017946109766521,47200.960538474465,[-0.02402472],0.015814625756669694,3.990757018007258,0.0
-793.8171281620436,-925.6747155550162,-873.9415445967179,200.0,20,2,32000,32000,False,160,8,8d26c510f4364705b9293e8ddffc83d8,2021-09-17_18-06-09,1631927169,12.77911639213562,102.28490614891052,21117,028b450fc55a,172.17.0.2,102.28490614891052,0,8,5a151_00000,"[-793.8171281620436, -912.2012956762927, -855.5671258868374, -886.6865766889896, -915.1221893753282, -896.2071935892515, -880.1071835412512, -884.9632349255975, -925.6747155550162, -910.6337134638621, -870.9098278642849, -863.9788832402502, -813.8182305823858, -862.7819270923985, -868.5935652213507, -873.80302709811, -857.8877342946078, -922.4946091479674, -909.720018109745, -806.0043356611421, -860.0974931887924, -865.6037133992185, -915.6307636309125, -849.8392705388635, -914.8235720255452, -902.1573437521886, -867.3837073213575, -803.0237392116617, -840.0643824832161, -875.6501201272296, -862.2388897476714, -907.6734151230572, -879.1460914010386, -858.300251749676, -843.6914694344753, -856.1446902103305, -863.2905013479823, -867.642920029371, -891.0248303899123, -872.4823196845307, -860.6337619095875, -898.5407037491632, -873.3122961472938, -864.1617414686315, -894.8415761382969, -837.1262412672029, -875.8822341578235, -909.8339182150298, -880.0794890760407, -863.4062604693834, -863.709819371794, -868.8355304123869, -861.5591674402644, -874.4599645481215, -882.0029365847926, -884.2003895146269, -877.0551422199544, -808.6383221869532, -892.0000875105916, -884.7582195724236, -852.2811434636416, -877.1585953770056, -913.9024803148927, -910.2310471692368, -830.1170831474197, -921.7046650595771, -809.8580312473898, -895.2861018785991, -872.9810427796721, -903.6264143601952, -878.434956596188, -889.65427138633, -805.9427738945808, -837.2696948538149, -824.9488849285465, -838.5312633599277, -911.2186421990784, -860.5001594834183, -884.3087522794935, -895.7454203319718, -913.6038629651096, -908.7521254007881, -878.9638289604482, -850.9105844600599, -896.380200657191, -898.984633701675, -908.9817846274741, -818.1792371958918, -836.7432772934625, -883.2349516095776, -900.3970521509344, -880.5782121711829, -883.2497443226476, -888.3853065236824, -887.54610663308, -831.8053340890665, -875.2080491908343, -877.1413478600275, -911.2481956804056, -888.2393981331628]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.09309281155882833,1.4087265445996477,0.06543870836879642,0.5076486417457035,0.0,4244.744,942.342,0.057,70715346.681,8530.613,468.9,2.347,32000,32000,32000,32000,14.755555555555553,18.100000000000005,0.0,0.20000000000000004,5.0000000000000016e-05,45216.29129284274,-0.0603732436284503,45216.34817288307,[-0.03141569],0.015847478402469056,3.97096811263792,0.0
-785.8419363494197,-921.7046650595771,-872.4979128121943,200.0,20,2,36000,36000,False,180,9,8d26c510f4364705b9293e8ddffc83d8,2021-09-17_18-06-23,1631927183,13.263704299926758,115.54861044883728,21117,028b450fc55a,172.17.0.2,115.54861044883728,0,9,5a151_00000,"[-860.0974931887924, -865.6037133992185, -915.6307636309125, -849.8392705388635, -914.8235720255452, -902.1573437521886, -867.3837073213575, -803.0237392116617, -840.0643824832161, -875.6501201272296, -862.2388897476714, -907.6734151230572, -879.1460914010386, -858.300251749676, -843.6914694344753, -856.1446902103305, -863.2905013479823, -867.642920029371, -891.0248303899123, -872.4823196845307, -860.6337619095875, -898.5407037491632, -873.3122961472938, -864.1617414686315, -894.8415761382969, -837.1262412672029, -875.8822341578235, -909.8339182150298, -880.0794890760407, -863.4062604693834, -863.709819371794, -868.8355304123869, -861.5591674402644, -874.4599645481215, -882.0029365847926, -884.2003895146269, -877.0551422199544, -808.6383221869532, -892.0000875105916, -884.7582195724236, -852.2811434636416, -877.1585953770056, -913.9024803148927, -910.2310471692368, -830.1170831474197, -921.7046650595771, -809.8580312473898, -895.2861018785991, -872.9810427796721, -903.6264143601952, -878.434956596188, -889.65427138633, -805.9427738945808, -837.2696948538149, -824.9488849285465, -838.5312633599277, -911.2186421990784, -860.5001594834183, -884.3087522794935, -895.7454203319718, -913.6038629651096, -908.7521254007881, -878.9638289604482, -850.9105844600599, -896.380200657191, -898.984633701675, -908.9817846274741, -818.1792371958918, -836.7432772934625, -883.2349516095776, -900.3970521509344, -880.5782121711829, -883.2497443226476, -888.3853065236824, -887.54610663308, -831.8053340890665, -875.2080491908343, -877.1413478600275, -911.2481956804056, -888.2393981331628, -785.8419363494197, -886.2863971430842, -885.7531790139876, -857.8735693141416, -833.5065187276665, -881.6575182367047, -839.9553919857458, -904.5204073934276, -862.1816418011333, -894.3330018827122, -868.3121953885446, -883.7829305069318, -855.6613236712375, -853.8560900877939, -890.6541723805215, -908.9399251817971, -847.0365907651371, -857.3372686485337, -890.3752573516228, -878.7440208942043]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.09305257503332331,1.4098851388185947,0.06555273193509999,0.508058824796993,0.0,4246.419,941.97,0.057,70230206.512,8582.241,466.079,2.314,36000,36000,36000,36000,14.394736842105264,18.100000000000005,0.0,0.20000000000000004,5.0000000000000016e-05,39826.817618027555,-0.06829055608099988,39826.88258568548,[-0.10384655],0.017037827875452077,3.9489621062432567,0.0
-785.8419363494197,-921.7046650595771,-873.6609435071301,200.0,20,2,40000,40000,True,200,10,8d26c510f4364705b9293e8ddffc83d8,2021-09-17_18-06-36,1631927196,13.501381397247314,129.0499918460846,21117,028b450fc55a,172.17.0.2,129.0499918460846,0,10,5a151_00000,"[-860.6337619095875, -898.5407037491632, -873.3122961472938, -864.1617414686315, -894.8415761382969, -837.1262412672029, -875.8822341578235, -909.8339182150298, -880.0794890760407, -863.4062604693834, -863.709819371794, -868.8355304123869, -861.5591674402644, -874.4599645481215, -882.0029365847926, -884.2003895146269, -877.0551422199544, -808.6383221869532, -892.0000875105916, -884.7582195724236, -852.2811434636416, -877.1585953770056, -913.9024803148927, -910.2310471692368, -830.1170831474197, -921.7046650595771, -809.8580312473898, -895.2861018785991, -872.9810427796721, -903.6264143601952, -878.434956596188, -889.65427138633, -805.9427738945808, -837.2696948538149, -824.9488849285465, -838.5312633599277, -911.2186421990784, -860.5001594834183, -884.3087522794935, -895.7454203319718, -913.6038629651096, -908.7521254007881, -878.9638289604482, -850.9105844600599, -896.380200657191, -898.984633701675, -908.9817846274741, -818.1792371958918, -836.7432772934625, -883.2349516095776, -900.3970521509344, -880.5782121711829, -883.2497443226476, -888.3853065236824, -887.54610663308, -831.8053340890665, -875.2080491908343, -877.1413478600275, -911.2481956804056, -888.2393981331628, -785.8419363494197, -886.2863971430842, -885.7531790139876, -857.8735693141416, -833.5065187276665, -881.6575182367047, -839.9553919857458, -904.5204073934276, -862.1816418011333, -894.3330018827122, -868.3121953885446, -883.7829305069318, -855.6613236712375, -853.8560900877939, -890.6541723805215, -908.9399251817971, -847.0365907651371, -857.3372686485337, -890.3752573516228, -878.7440208942043, -820.5096648192928, -897.9280805487366, -904.1103447422678, -882.9831352580991, -793.6441210941049, -872.0950418907662, -908.3919462844427, -896.6566608821818, -855.5400591542295, -881.8373258733881, -895.0638390084481, -841.2416043653704, -849.206945017552, -876.2178013454686, -872.3241053296609, -903.0710391063063, -884.1634396767648, -909.201592693718, -889.015177241086, -879.0106299587522]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.09302082245951322,1.4108989351595926,0.06563075335284464,0.5084561336675567,0.0,4247.35,941.764,0.066,60985881.498,8647.463,462.563,2.295,40000,40000,40000,40000,14.521052631578948,18.100000000000005,0.0,0.20000000000000004,5.0000000000000016e-05,38164.04455225135,-0.06461071033401275,38164.10597698253,[-0.07667623],0.015941920207217332,3.922718885124371,0.0
